Reference bit,dirty bit,age,access count,replace
0,0,2,7142,0
0,0,14,8727,1
0,0,6,8726,1
0,0,16,8725,0
1,0,3,6106,1
0,0,20,8723,1
0,0,5,8722,1
0,0,14,8721,1
0,0,1,8720,0
0,0,7,8719,1
1,0,16,2528,1
0,0,17,8717,1
0,0,14,8716,1
0,0,1,8715,1
0,0,2,8714,1
0,0,20,8713,0
1,1,10,342,0
0,0,17,8711,1
0,0,17,8710,1
0,0,12,8709,0
0,0,4,8708,1
0,0,14,8707,1
0,0,8,8706,1
1,0,17,440,0
0,0,13,8704,1
0,0,18,8703,1
0,0,9,8702,1
0,0,10,8701,1
0,0,11,8700,0
0,0,8,8699,1
0,0,20,8698,0
0,0,9,8697,0
0,1,2,8696,1
0,0,16,8695,0
0,0,19,7761,1
0,0,19,8693,0
0,0,19,4984,1
0,0,13,8691,1
0,0,15,8690,1
0,0,16,8689,0
0,0,15,8688,1
0,0,20,8687,1
0,0,13,8686,0
0,0,3,8685,1
0,0,14,8684,1
0,0,12,8683,1
0,0,19,8682,1
0,0,12,8681,0
0,0,6,8680,1
0,0,2,8679,1
0,0,1,8678,0
0,0,20,8677,1
0,0,7,8676,1
0,0,9,8675,1
0,0,2,8674,1
0,0,15,8673,1
0,0,7,8672,1
0,0,20,8671,1
0,0,19,8670,0
0,1,15,8669,1
0,0,13,8668,1
0,0,10,8667,1
1,0,4,1784,0
0,0,13,8665,1
0,0,1,8664,0
0,0,8,8663,1
0,1,12,8662,0
0,0,14,8661,1
1,1,8,123,0
0,1,6,8659,1
1,1,1,1763,1
0,0,10,8657,1
0,0,9,8656,1
0,1,6,8655,0
0,0,10,8654,1
0,0,18,8653,1
0,0,14,8647,1
0,0,7,8651,1
0,1,13,8650,0
0,0,14,8649,1
0,0,7,8648,1
1,0,4,8647,1
0,0,12,8646,1
0,0,18,8645,0
0,1,8,8644,1
0,0,15,8643,0
0,0,12,8642,1
0,0,13,669,1
0,0,14,8640,0
0,0,10,8639,1
0,0,10,8638,1
0,1,14,8637,1
0,1,8,8636,1
0,0,8,8635,0
1,0,18,8274,1
0,0,16,8633,1
0,0,15,8632,1
1,0,4,8300,1
0,0,1,6211,0
0,0,3,8629,1
0,0,16,8628,0
0,0,12,8627,1
1,0,6,8626,1
0,1,19,8625,1
0,0,19,8624,1
0,0,8,8623,1
0,0,9,8622,1
0,0,1,3593,1
0,0,5,8620,1
0,0,3,8619,1
0,0,6,8618,0
0,0,9,8617,1
0,0,17,8616,0
0,0,13,8615,1
0,0,20,8614,0
0,0,7,8613,1
0,0,7,8612,1
0,0,8,8611,1
0,0,3,8610,1
0,0,9,8609,0
0,0,11,8608,1
1,0,16,6956,1
0,0,18,8606,1
0,0,18,8605,0
0,0,2,8604,0
0,0,16,8603,0
0,0,12,8602,1
0,0,12,8601,0
0,1,11,8600,1
0,1,3,8599,1
1,1,1,371,1
0,0,1,8597,1
0,0,3,8596,1
0,0,3,8595,0
1,0,13,2142,0
0,0,6,8593,1
0,1,17,8592,1
0,0,15,8591,1
0,0,19,8590,1
0,0,8,8589,1
0,0,6,8588,0
0,0,5,8587,1
0,0,15,8586,1
0,0,7,8585,1
0,0,18,8584,1
0,0,1,8583,1
0,0,2,8582,0
0,0,14,8581,0
0,0,15,8580,1
0,0,14,8579,1
0,0,10,8578,1
0,0,10,8577,1
0,1,13,8576,1
1,1,3,634,0
0,0,19,8574,1
0,0,4,8573,1
0,0,8,8572,0
0,0,6,8571,0
0,0,6,8570,1
0,0,3,8569,1
0,0,19,8568,1
0,0,4,8567,1
0,1,3,1485,1
0,0,12,8565,0
0,0,14,8564,1
0,0,17,8563,0
0,1,4,8562,0
0,0,13,8561,1
0,0,17,8560,1
1,1,10,123,1
0,1,14,8558,1
0,0,13,5701,1
1,0,7,5264,1
0,0,15,5690,1
0,0,15,8554,0
0,0,8,8553,1
0,0,8,8552,1
0,1,15,8551,1
0,0,11,8550,1
0,0,20,8549,1
0,0,3,8548,1
0,0,17,8547,1
0,1,2,8546,1
0,0,4,8545,1
0,0,9,8544,1
0,0,9,8543,0
0,0,1,8542,1
0,0,12,8541,0
0,1,16,8540,0
0,0,12,8539,1
0,0,14,8538,1
0,0,20,8537,1
0,0,20,8536,1
0,0,10,8535,0
0,0,9,8534,1
0,1,15,8533,0
0,0,15,8532,1
0,0,10,8531,0
0,0,1,8530,1
0,0,11,8529,1
0,0,12,8528,1
0,0,10,6727,0
0,0,2,7120,1
0,0,20,8525,1
0,0,3,8524,0
0,0,8,8523,1
0,0,18,8522,1
0,0,5,8521,1
0,0,1,8520,1
0,0,18,8519,1
0,0,19,8518,1
0,0,7,8517,0
0,0,10,2723,1
0,1,7,8515,1
0,0,10,8514,1
0,0,20,8513,0
0,0,13,8512,1
0,0,7,8511,0
0,0,3,8510,1
1,0,11,5536,0
0,1,15,8508,1
0,0,19,401,1
0,1,16,8506,1
0,0,11,8505,1
0,0,1,1605,1
0,0,2,8503,0
0,0,18,8502,0
0,0,16,8501,1
0,1,11,8500,1
0,0,9,8499,1
0,0,5,8498,1
0,0,12,8497,1
0,0,3,8496,1
0,0,20,8495,1
0,0,16,8494,1
0,0,2,8493,0
0,1,14,8492,0
0,0,5,8491,1
0,0,20,8490,1
0,0,13,3011,1
0,0,16,8488,1
0,0,5,8487,1
1,0,4,2349,1
0,0,2,8485,1
0,0,13,8484,1
0,0,11,8483,1
0,0,15,8482,1
0,0,18,8481,1
1,1,16,1519,1
0,0,17,8479,1
1,0,11,1422,1
0,0,12,8477,1
0,0,3,8476,0
1,0,20,8475,1
0,0,1,8474,1
0,0,16,8473,1
0,1,4,8472,0
0,0,19,8471,0
0,1,18,8470,1
0,0,13,8469,0
0,0,20,8468,1
0,0,2,8467,1
1,0,2,5495,0
0,0,12,8465,1
0,0,11,8464,1
0,0,13,8463,1
0,0,13,8462,0
0,0,3,8461,0
0,1,14,8460,1
1,0,11,6034,0
0,0,13,8458,1
0,0,5,8457,1
0,0,6,8456,1
1,1,2,334,1
0,0,10,8454,1
0,0,20,8453,0
0,0,18,8452,1
0,0,12,8451,1
0,0,16,8450,1
0,1,1,8449,0
0,0,4,8448,1
1,0,19,7735,1
0,0,18,8446,0
0,1,5,8445,1
0,0,7,8444,0
0,0,1,8443,1
0,0,18,8442,1
0,0,10,8441,0
0,0,14,8440,0
0,0,16,8439,0
0,0,16,8438,0
0,0,4,8437,1
0,0,10,8436,1
0,0,19,8435,1
1,0,10,6504,1
0,0,17,8433,1
0,0,18,8432,1
0,0,12,8431,0
0,0,9,8430,1
0,0,19,8429,0
0,0,2,8428,1
0,0,12,8427,1
0,0,14,8426,0
0,0,2,8425,1
0,0,15,8424,1
0,0,6,8423,1
0,0,18,8422,1
0,0,10,8421,1
0,0,6,8420,0
0,0,15,8419,1
0,1,6,8418,0
0,0,20,8417,1
0,0,16,8416,1
0,0,2,8415,1
0,0,20,8414,1
0,0,2,8413,1
0,0,13,8412,0
0,1,7,8411,0
0,0,8,8410,0
0,1,20,8409,1
0,0,17,7815,1
0,0,3,8407,0
0,0,13,8406,1
0,0,15,8405,0
0,0,17,8404,1
1,0,8,8403,1
1,1,9,123,1
0,0,14,8401,1
0,0,6,8400,0
1,0,1,2910,0
0,0,11,8398,1
0,0,9,8397,1
1,0,17,8396,0
0,0,19,8395,0
0,0,6,8394,1
0,0,14,8393,0
0,1,7,8392,0
0,0,6,8391,1
0,0,10,8390,0
0,0,13,8389,1
0,0,10,8388,1
0,0,4,8387,0
0,0,14,8386,1
0,0,10,8385,0
1,0,17,956,0
0,0,10,8383,0
0,0,15,8382,1
0,0,8,8381,1
0,0,5,8380,1
0,0,8,8379,1
0,0,3,8378,0
0,0,5,8377,1
0,0,16,8376,1
0,0,2,8375,1
1,0,11,8374,1
0,0,18,8373,1
0,0,16,8372,1
0,0,19,8371,1
0,0,13,8370,1
0,0,9,8369,1
0,0,11,8368,0
0,0,14,8367,1
0,0,15,8366,1
0,0,14,8365,1
0,0,1,8364,1
0,0,15,8363,0
0,0,2,8362,0
0,0,1,8361,1
1,0,4,4670,1
0,0,14,8359,0
0,1,5,8358,1
0,0,16,8357,1
0,0,16,8356,1
0,0,2,8355,0
0,0,5,8354,0
0,0,13,8353,1
0,0,11,8352,0
1,0,19,8351,1
0,0,6,8350,1
1,0,5,3020,1
0,0,9,8348,0
0,0,3,8347,0
0,0,18,8346,0
0,0,16,8345,1
0,0,18,8344,1
0,0,4,8343,0
0,0,12,8342,0
0,0,13,8341,1
0,0,15,6,1
0,0,2,8339,1
0,0,13,8338,0
0,0,6,8337,1
0,0,17,1534,1
0,0,10,8335,1
0,0,3,8334,0
0,0,18,8333,1
0,0,4,4948,0
1,0,13,5313,1
0,0,19,8330,1
0,0,17,8329,1
1,0,5,1999,1
0,0,6,8327,1
0,1,18,8326,1
0,0,12,8325,1
1,1,9,342,1
0,1,20,8323,1
0,0,13,8322,0
0,0,8,8321,1
0,0,7,8320,1
0,0,4,8319,1
0,0,14,8318,1
0,0,20,8317,0
0,0,9,1174,1
0,0,2,8315,1
0,0,18,4728,0
0,1,4,8313,0
0,0,16,8312,1
0,0,3,8311,1
0,0,2,8310,1
0,0,1,8309,0
0,0,20,8308,0
0,0,6,8307,0
0,0,15,8306,1
0,0,18,8305,1
0,0,9,8304,1
0,0,19,8303,1
0,0,11,8302,0
0,0,7,8301,0
0,0,5,8300,1
0,0,18,8299,1
0,0,2,8298,1
0,1,11,8297,1
0,1,17,8296,1
0,0,12,8295,0
0,0,13,8294,0
0,0,16,8293,1
0,0,10,8292,1
0,1,20,8291,1
0,0,15,8290,0
0,0,17,8289,0
0,0,3,8288,1
0,0,7,7297,0
1,1,13,3212,0
0,0,20,8285,1
0,0,20,8284,1
0,0,5,8283,1
0,0,8,8282,1
0,0,6,8281,1
0,0,13,8280,1
0,0,14,8279,1
0,0,11,4855,1
0,0,20,8277,1
0,0,5,8276,1
0,0,15,8275,1
0,0,15,8274,1
0,0,13,8273,1
0,0,15,8272,1
0,0,12,8271,1
0,0,17,8270,0
0,0,7,8269,1
0,1,15,8268,1
0,0,20,8267,0
0,0,14,6969,1
0,0,17,8265,1
0,0,2,8264,0
0,0,16,8263,0
0,0,1,8262,1
1,0,18,3433,0
0,1,10,8260,1
0,0,15,8259,1
0,0,11,8258,0
1,1,7,1763,1
0,0,6,8256,0
0,0,11,8255,1
0,0,16,8254,1
1,1,12,44,1
0,0,7,8252,1
1,0,18,3222,0
1,0,11,1693,1
0,0,14,8249,0
0,0,9,8248,1
0,0,4,8247,1
1,0,5,8246,1
0,0,17,8245,1
0,0,5,8244,1
0,0,17,1675,1
0,0,6,8242,0
0,0,11,581,1
0,1,6,8240,0
0,0,10,8239,1
0,0,18,8238,1
0,0,20,8237,0
0,0,3,1404,1
0,0,1,8235,1
0,0,20,8234,0
0,0,8,8233,1
0,0,11,8232,0
0,0,16,8231,1
1,0,5,3652,0
0,0,12,8229,1
0,0,9,8228,0
0,0,5,8227,1
0,1,4,8226,1
0,0,5,8225,0
0,1,9,8224,0
0,0,8,8223,1
1,0,10,7034,1
1,0,9,339,1
0,0,11,8220,1
0,0,1,8219,1
0,0,2,8218,0
0,0,16,8217,0
0,0,19,8216,1
0,0,7,8215,0
0,0,7,8214,1
0,0,7,8213,0
0,0,17,8212,1
0,0,7,8211,0
0,0,15,8210,0
0,0,7,8209,1
0,0,5,8208,1
0,0,2,8207,1
0,0,15,8206,1
0,0,12,8205,0
0,0,10,8204,1
0,0,10,8203,0
0,0,8,8202,1
0,0,7,8201,1
0,0,13,8200,0
0,0,10,8199,1
0,0,2,8198,1
0,0,20,8197,1
0,0,20,8196,1
0,0,15,8195,1
0,0,7,8194,0
0,1,16,619,1
0,0,9,8192,0
0,0,16,8191,1
0,0,20,8190,1
0,0,3,8189,0
0,0,2,8188,1
0,0,14,8187,1
0,0,2,8186,1
0,0,4,8185,0
0,0,16,8184,1
0,0,15,8183,1
0,0,19,8182,0
0,0,7,8181,1
0,0,17,8180,1
0,1,1,8179,0
0,0,5,8178,1
0,0,5,8177,1
0,0,15,8176,1
0,0,2,8175,1
0,0,4,8174,1
0,0,20,8173,1
0,1,17,8172,0
0,0,4,8171,0
0,1,18,8170,1
0,1,17,8169,1
0,0,14,8168,1
0,0,20,8167,1
0,0,5,8166,1
0,0,13,8165,1
0,0,20,8164,1
0,0,11,8163,1
0,0,13,8162,1
0,1,4,8161,1
0,0,4,8160,1
0,0,8,8159,1
0,0,16,8158,1
0,0,2,8157,1
0,0,19,8156,1
0,0,18,8155,0
0,0,7,8154,1
0,0,8,8153,1
0,0,20,8152,0
0,0,3,8151,1
0,0,6,8150,1
0,0,10,8149,1
0,0,20,7546,0
0,0,19,8147,1
0,0,7,8146,0
0,0,11,8145,1
0,0,17,8144,0
0,0,18,8143,0
1,1,19,151,1
0,0,4,8141,1
0,1,20,8140,0
0,0,9,8139,1
0,0,16,8138,1
0,0,1,8137,1
0,0,9,8136,1
0,0,13,8135,1
0,0,6,8134,1
0,0,12,8133,1
0,0,5,8132,1
0,0,2,8131,1
0,0,19,8130,1
0,0,6,8129,0
0,0,13,8128,1
0,0,7,8127,1
0,1,17,8126,0
0,0,10,8125,1
0,1,6,8124,1
0,1,20,8123,0
0,0,3,8122,0
0,0,4,8121,1
0,0,8,8120,1
0,0,5,8119,1
0,0,7,242,1
0,0,19,8117,1
1,1,3,380,1
0,0,7,8115,1
0,0,16,8114,0
0,0,9,8113,1
0,0,7,8112,1
0,0,3,8111,1
0,0,19,8110,1
0,0,20,8109,1
0,0,8,8108,1
0,0,19,8107,0
0,0,6,303,0
0,0,8,8105,0
0,0,2,8104,0
0,0,13,8103,1
0,0,18,8102,1
0,0,5,8101,1
0,0,8,8100,1
0,0,14,8099,1
0,0,13,8098,0
0,0,15,8097,1
0,1,14,8096,1
0,0,1,8095,1
1,0,4,6760,0
0,0,6,8093,1
0,0,16,8092,1
1,0,17,5300,1
0,0,12,5847,1
0,0,17,8089,1
0,0,17,8088,1
1,0,6,57,1
0,0,1,8086,1
0,0,10,8085,1
0,0,19,8084,0
0,0,15,1608,1
0,0,19,8082,1
0,0,9,8081,1
0,1,15,8080,0
0,0,7,8079,0
0,0,14,8078,1
0,0,16,8077,0
0,0,11,8076,1
0,0,2,8075,1
0,0,6,8074,1
0,0,2,8073,1
0,0,19,8072,0
0,0,6,8071,1
1,1,4,151,1
0,0,15,8069,1
1,0,16,2817,1
0,0,14,8067,1
0,0,16,8066,1
0,0,18,8065,1
0,0,3,6473,1
0,0,7,8063,1
0,0,13,8062,1
0,0,8,8061,1
0,0,18,8060,0
0,0,14,8059,0
0,0,4,8058,1
1,1,16,690,1
0,0,15,8056,0
0,1,7,8055,1
0,0,2,8054,0
0,0,17,8053,1
0,0,10,4325,1
0,0,16,8051,1
0,0,11,8050,0
0,0,2,8049,1
0,0,1,8048,1
0,0,9,8047,1
0,0,10,8046,1
0,0,16,6320,1
0,0,1,8044,1
0,0,3,8043,0
0,0,16,8042,0
0,0,7,8041,1
0,0,14,8040,0
0,0,2,8039,0
1,1,8,1763,1
0,0,7,8037,0
0,0,20,8036,0
0,0,10,8035,1
0,0,19,8034,0
0,0,12,8033,1
0,0,7,8032,1
0,1,8,8031,1
0,0,15,8030,1
0,0,6,8029,1
0,0,1,8028,1
0,0,16,8027,0
1,0,7,6395,1
0,0,20,8025,1
0,0,12,8024,1
0,0,4,8023,1
0,0,13,8022,0
0,0,10,8021,0
0,0,9,8020,1
0,0,15,3084,0
0,0,20,8018,1
0,0,19,8017,0
0,0,15,8016,1
0,0,18,8015,1
0,0,14,8014,1
0,0,12,8013,1
0,0,18,8012,1
0,0,18,8011,1
0,0,11,6598,1
1,0,19,8009,1
0,0,6,8008,1
0,0,8,8007,1
1,0,4,1709,1
0,0,3,8005,1
0,0,6,8004,0
0,0,14,8003,1
0,0,3,8002,1
0,0,15,4544,1
0,0,14,8000,1
0,0,15,7999,1
0,0,4,7998,1
0,0,20,7997,1
0,0,5,7996,0
0,0,11,7995,1
0,0,11,7994,0
0,0,2,7993,1
0,0,20,7992,0
0,0,16,7991,1
0,0,18,7990,1
0,0,9,7989,0
1,0,18,6748,1
0,0,2,7987,1
0,0,8,7986,1
0,0,14,7985,1
0,0,20,7984,0
0,0,17,7983,1
0,1,16,7982,1
0,0,3,7981,1
0,0,20,7980,1
0,0,6,7979,1
0,0,18,7978,1
0,0,15,7977,1
0,0,11,7976,1
0,0,5,7975,0
0,0,5,7974,0
1,0,8,7651,1
0,0,12,7972,0
0,0,17,7971,0
1,0,1,506,1
0,0,16,7969,1
0,0,15,7968,1
0,0,20,7967,1
0,0,17,7966,1
0,0,15,7965,1
0,0,16,7964,1
0,0,6,7963,1
0,0,5,7962,1
0,0,17,7961,1
0,0,12,7960,0
0,0,14,7959,1
0,0,1,7958,0
0,0,9,7957,0
1,1,6,3212,1
0,0,4,7955,0
0,0,5,7954,0
0,0,19,7953,1
0,0,18,7952,1
0,0,18,7951,0
0,0,8,7950,1
0,0,13,7949,0
0,0,8,7948,1
0,0,20,7947,1
0,0,12,7946,0
0,0,13,7945,1
0,0,13,7944,1
0,1,16,7943,1
0,0,20,7942,1
0,0,12,7941,1
0,0,14,7940,1
1,0,1,7939,1
0,0,18,7938,1
0,0,15,7937,1
0,0,4,7936,1
0,0,15,7935,1
0,1,16,7934,0
0,0,18,7933,1
0,0,9,7932,0
0,0,20,7931,1
0,0,15,7930,0
1,0,5,6003,1
0,0,13,7928,1
0,0,11,7927,0
0,0,20,7926,1
0,0,14,7925,1
0,0,6,7924,1
1,1,18,342,1
0,0,3,7922,1
0,0,13,7921,0
1,0,12,7763,1
1,0,19,7919,0
0,0,13,7918,1
0,0,18,7917,1
0,0,4,7916,0
0,0,9,7915,1
0,0,3,7914,1
0,0,20,7913,1
0,0,4,7912,0
0,0,5,7911,0
0,0,8,7910,1
0,0,5,7909,0
0,0,18,5408,1
0,0,14,7907,1
0,0,14,7906,0
0,0,3,3154,1
0,0,16,7904,1
0,0,4,7903,1
0,0,12,7902,1
0,0,2,7901,0
0,0,5,7900,1
0,1,14,377,1
0,0,10,7898,1
0,0,14,7897,0
0,0,8,7896,1
0,0,2,7895,1
0,0,11,7894,1
0,0,7,5995,1
0,0,17,7892,1
0,0,16,7891,1
0,0,18,7890,1
0,0,12,7889,1
0,0,8,7888,1
0,0,12,4179,1
0,0,5,7886,0
0,0,14,7885,1
0,0,9,7884,1
0,0,9,7883,1
0,0,10,5515,0
0,1,11,7881,1
0,0,15,7880,1
0,0,18,7879,0
0,0,12,7878,1
0,0,20,7877,1
0,0,3,7876,0
0,0,4,7875,1
0,0,17,7874,1
0,0,3,7873,0
0,0,15,7872,1
0,1,19,7871,0
1,0,11,5097,1
0,0,7,7869,1
0,0,11,7868,1
0,0,7,6721,1
0,0,17,7866,1
0,0,19,7865,1
0,0,13,7864,1
0,0,16,7863,0
0,0,2,7862,1
0,0,15,7861,0
0,0,7,7860,0
0,0,17,7859,1
0,1,16,7858,1
0,0,19,7857,1
0,0,13,7856,1
0,0,15,7855,0
0,0,3,7854,1
1,0,18,614,1
0,0,9,7852,1
0,0,3,7851,1
0,0,13,7850,1
1,0,16,7252,1
0,0,17,7848,1
0,0,14,7847,1
0,0,1,7846,1
1,1,2,1519,1
0,0,16,7844,1
0,0,1,7843,1
0,0,7,7842,1
0,1,11,2590,1
0,0,7,7840,1
0,1,20,2312,1
0,0,12,7838,1
0,0,19,7837,1
0,0,6,7836,0
0,0,8,7835,0
0,1,5,7834,1
0,0,3,4363,1
0,0,2,7832,1
0,0,4,7831,0
0,0,6,7830,1
0,0,8,7829,1
0,0,18,7828,0
0,0,5,7827,0
1,0,17,2367,1
1,1,7,1519,1
0,0,14,7824,1
0,0,13,7823,0
0,0,5,7822,1
1,0,8,6888,1
0,0,1,7820,1
0,0,4,7819,1
0,0,13,7818,1
0,1,5,7817,1
0,0,17,7816,0
1,0,19,7815,1
0,0,7,7814,1
0,0,2,7813,1
0,0,4,7812,0
0,0,9,7811,1
0,0,4,7810,1
0,0,13,7809,0
0,0,4,7808,0
0,0,5,7807,1
0,0,15,7806,1
0,0,8,7805,0
0,0,19,7804,0
0,0,4,7803,1
0,0,6,7802,0
0,0,8,7801,1
0,0,13,7800,1
0,0,14,7799,1
0,0,1,7798,1
0,0,11,7797,1
0,0,8,7796,1
0,0,4,7795,1
0,0,2,7794,1
0,0,11,7793,1
0,1,10,7792,1
0,0,12,7791,1
1,1,4,151,1
0,0,8,7789,1
0,0,5,7788,1
1,0,13,1776,0
0,0,2,7786,0
0,0,6,7785,1
0,0,17,7784,1
0,0,10,7783,0
0,0,4,7782,0
0,0,16,7781,1
0,1,8,7780,0
0,0,19,7779,0
0,0,6,7778,1
0,0,6,7777,0
0,0,7,7776,1
0,0,17,7775,1
0,1,12,7774,0
0,0,3,7773,0
0,0,14,7772,1
0,0,16,7771,0
0,1,11,7770,0
0,0,4,7769,1
0,0,5,7768,1
0,0,4,7767,1
0,0,18,7766,1
0,1,1,7765,1
0,0,15,7764,1
0,0,6,7763,0
0,0,13,7762,0
1,0,1,7761,1
0,0,18,7760,1
0,0,13,7759,1
0,0,16,7758,1
0,1,11,7757,0
0,0,11,7756,1
0,0,10,7755,0
1,1,13,1763,0
0,0,10,7753,0
1,1,16,200,1
0,0,4,7751,1
0,1,11,7750,1
0,0,15,7749,0
0,0,18,7748,0
0,0,8,7747,1
1,1,18,690,0
0,1,18,7745,1
0,0,13,7744,1
0,1,10,7743,1
0,0,5,7742,1
1,0,13,162,0
0,0,14,7740,1
0,0,18,7739,1
0,0,20,7738,0
0,0,2,7737,1
0,0,6,7736,1
0,0,13,7735,1
0,0,5,7734,1
0,0,10,7733,1
0,0,2,7732,0
0,0,20,7731,1
0,0,16,7730,0
1,1,17,1536,0
0,0,4,7728,1
0,0,2,7727,1
0,0,10,7726,0
0,0,19,7725,1
0,0,15,7724,1
0,0,12,7723,0
0,0,11,7722,1
0,0,18,7721,1
0,0,18,7720,1
0,0,20,470,0
0,0,14,1231,1
0,0,2,7717,1
0,0,16,7716,0
0,0,11,7715,0
0,0,7,7714,0
0,0,9,7713,1
0,0,9,7712,0
0,0,11,7711,1
1,1,1,5287,1
0,0,1,7709,0
0,1,6,7708,1
1,0,10,7707,1
0,0,3,7706,1
0,0,13,7705,1
0,1,14,7704,0
0,0,13,7703,1
0,0,3,7702,1
0,0,11,7701,1
0,0,6,7700,1
0,0,6,7699,1
0,0,1,7698,1
0,0,19,3457,1
0,0,1,6823,1
0,0,5,7695,1
0,1,18,7694,0
0,0,19,1986,1
0,0,4,7692,1
0,0,17,7691,1
0,0,15,7690,1
0,0,7,7689,1
1,1,4,44,1
0,0,11,7687,0
0,0,6,7686,1
0,0,11,7685,1
0,0,1,7684,0
0,0,14,7683,0
1,0,4,4884,1
0,0,18,7681,1
0,0,15,2849,0
0,0,2,7679,1
0,0,8,7678,1
0,0,9,7677,0
0,0,18,7676,0
0,0,18,7675,0
0,0,13,7674,1
0,0,2,7673,0
0,0,6,7672,1
0,0,19,7671,1
0,0,6,7670,1
0,0,11,7669,1
0,0,14,7668,0
0,0,8,4091,1
0,0,3,7666,1
0,1,1,7665,0
0,0,4,7664,1
0,0,5,7663,1
0,0,17,7662,0
0,0,11,7661,0
0,0,3,7660,1
0,0,4,7659,1
0,0,7,7287,1
0,0,10,7657,1
0,0,2,7656,0
0,0,8,7655,0
0,0,19,7654,1
0,0,8,7653,0
0,1,17,7652,1
0,0,16,7651,0
0,0,2,7650,0
0,0,11,7649,0
0,0,19,7648,1
1,1,17,985,1
0,1,12,7646,1
0,0,11,7645,1
0,0,3,7644,1
0,0,4,1196,1
0,0,2,7642,0
0,0,8,7641,1
0,1,17,7640,1
0,0,7,7639,1
0,0,10,7638,0
0,0,4,7637,1
0,0,15,7636,0
0,0,11,7635,0
0,0,17,7634,0
0,0,7,7633,0
0,0,3,7632,1
0,1,1,7631,1
0,0,16,7630,1
0,0,4,7629,1
0,0,10,7628,1
0,0,9,7627,1
0,0,6,7626,0
0,0,18,7625,0
1,0,18,7624,1
0,0,4,7623,0
0,0,13,7622,1
0,0,16,7621,1
0,0,14,7620,1
0,0,6,7619,1
1,0,10,7618,0
0,0,17,7617,1
0,0,18,7616,0
0,0,3,7615,1
1,1,19,371,1
0,0,4,7613,0
0,0,3,7612,0
0,0,19,3817,1
0,0,14,7610,1
0,0,20,7609,1
0,0,3,7608,0
0,0,13,7607,1
0,0,18,1072,1
0,0,11,7605,1
0,0,2,7604,1
0,0,12,7603,1
0,0,8,4286,0
0,0,3,7601,1
0,0,18,7600,1
0,0,5,7599,1
0,0,16,1052,0
0,0,14,7597,1
0,0,12,7596,1
0,0,7,7595,1
0,0,15,7594,1
0,0,12,7593,1
0,0,19,7592,0
0,0,8,7591,1
0,1,5,7590,1
0,0,12,7589,0
0,0,17,7588,1
0,1,15,7587,0
0,0,5,7586,1
0,0,14,7585,0
0,0,11,7584,1
0,0,4,7583,0
0,0,18,6626,1
0,0,14,7581,1
0,0,5,7580,0
0,0,6,7579,1
0,0,14,7578,0
0,0,19,7577,0
0,1,15,7576,1
0,0,13,7575,0
0,0,13,7574,1
0,0,15,7573,1
0,0,19,3346,1
0,0,6,7571,0
0,0,5,7570,0
0,0,12,7569,0
0,0,16,7568,1
0,0,12,7567,1
0,0,15,7566,1
0,0,6,7565,1
0,0,8,7564,0
1,0,12,5787,1
0,1,6,7562,1
0,0,20,7561,1
0,0,19,7560,1
0,0,1,7559,1
0,1,19,7558,0
0,0,14,7557,1
0,0,2,7556,0
0,0,15,7555,0
0,0,10,7554,1
0,0,7,7553,1
0,0,13,7552,1
0,0,18,7551,0
0,0,16,7550,1
0,0,12,7549,0
0,1,8,7548,0
0,1,13,7547,1
1,0,17,7546,0
0,0,8,7545,0
0,0,9,7544,0
0,1,15,7543,0
0,0,11,7542,1
0,0,3,7541,1
0,0,19,6149,1
0,0,11,7539,1
0,0,5,7538,1
0,0,3,7537,1
1,0,7,7536,0
0,0,12,7535,1
0,0,10,7534,1
0,1,6,7533,0
0,1,20,7532,0
0,0,2,7531,1
0,0,17,7530,0
0,1,5,7529,1
0,1,6,7528,1
0,0,19,7527,0
1,0,11,6482,1
0,0,5,7525,0
0,0,16,7524,1
0,0,1,7523,1
0,0,14,7522,0
1,0,2,2422,1
0,1,5,7520,1
0,0,9,7519,1
0,0,1,7518,0
0,0,1,7517,1
0,0,8,7516,1
0,0,15,7515,1
0,0,4,7514,1
0,0,11,7513,1
0,0,5,7512,0
0,0,15,7511,1
0,0,12,7510,1
0,0,20,7509,1
0,0,20,7508,1
0,0,8,7507,1
0,1,11,7506,0
0,0,3,7505,1
0,0,4,7504,1
1,1,17,690,1
0,0,13,7502,1
1,1,15,487,1
0,0,6,1116,0
0,0,16,7499,1
0,0,5,7498,1
0,0,11,7497,1
0,0,18,7496,1
0,0,14,3749,0
0,0,17,7494,1
0,0,2,7493,1
0,0,3,7492,1
0,0,7,7491,1
1,0,1,834,1
0,0,4,7489,1
0,1,8,7488,1
0,0,6,7487,1
0,0,12,7486,1
0,0,17,7485,0
0,0,11,7484,1
0,0,20,7483,1
0,0,7,7482,1
0,0,4,7481,1
0,0,9,7480,1
0,0,20,7479,1
0,0,18,7478,0
0,0,4,7477,1
0,0,4,7476,0
0,1,5,7475,1
0,1,20,7474,1
0,0,12,7473,1
0,1,1,7472,1
0,0,11,6183,1
0,0,18,7470,1
0,0,3,7469,0
0,0,11,7468,0
0,0,1,7467,0
0,0,13,7466,1
0,0,19,7465,0
0,0,20,7464,0
0,0,13,7463,0
0,0,7,7462,0
0,0,19,7461,1
0,0,4,7460,1
0,0,2,654,1
0,0,15,7458,0
0,0,10,7457,0
0,0,3,7456,0
0,0,1,7455,0
